ligne,station,ordre,correspondance,latitude,longitude
RER C 4,Viroflay Rive Gauche,3,,48.800718463863554,2.1713898127563787
RER C 4,Chaville Vélizy,4,,48.79972882534397,2.183684109854236
RER C 4,Meudon Val Fleury,5,,48.80749262578013,2.240883069335648
RER C 4,Issy,6,,48.8193439626066,2.257893897515079
RER C 4,Issy Val de Seine,7,,48.81423944550172,2.274489672177882
RER C 4,Pont du Garigliano,8,,48.83908975542996,2.2704582437872425
RER C 4,Javel,9,METRO 10,48.84715690155799,2.278036281995908
RER C 4,Champ de Mars,10,METRO 6,48.85645721154175,2.2898035182585
RER C 4,Pont de l’Alma,11,METRO 9,48.86266245169435,2.300989969386769
RER C 4,Invalides,12,"12,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 4,Musée d’Orsay,13,METRO 12,48.86035143402621,2.3267597744418103
RER C 4,Saint-Michel Notre Dame,14,"14,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 4,Paris Austerlitz,15,"15,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 4,Bibliothèque François Mitterrand,16,METRO 14,48.82999019989919,2.375747983215603
RER C 4,Ivry sur Seine,17,METRO 7,48.81398905200947,2.3916869716625384
RER C 4,Vitry sur Seine,18,,48.80020939834459,2.40271281718153
RER C 4,Les Ardoines,19,,48.78222618353015,2.4095902349857026
RER C 4,Choisy le Roi,20,,48.76378680955172,2.411386724936104
RER C 4,Les Saules,21,,48.74507216689389,2.4175209778964915
RER C 4,Orly Ville,22,,48.741878705678886,2.40290860736794
RER C 4,Pont de Rungis,23,METRO 14,48.72955072266279,2.3682641286195816
RER C 4,Rungis La Fraternelle,24,,48.74019544820277,2.351633198171911
RER C 4,Chemin d’Antony,25,,48.74794190188695,2.3127110135157984
RER C 4,Massy Verrières,26,RER B,48.73488814734515,2.274002404484248
RER C 4,Massy Palaiseau,27,RER B,48.724729144431606,2.257515004584038
RER C 5,Versailles Château Rive Gauche,1,,48.80021557813598,2.1290438673702554
RER C 5,Porchefontaine,2,,48.79652818117568,2.152378660253372
RER C 5,Viroflay Rive Gauche,3,,48.800718463863554,2.1713898127563787
RER C 5,Chaville Vélizy,4,,48.79972882534397,2.183684109854236
RER C 5,Meudon Val Fleury,5,,48.80749262578013,2.240883069335648
RER C 5,Issy,6,,48.8193439626066,2.257893897515079
RER C 5,Issy Val de Seine,7,,48.81423944550172,2.274489672177882
RER C 5,Pont du Garigliano,8,,48.83908975542996,2.2704582437872425
RER C 5,Javel,9,METRO 10,48.84715690155799,2.278036281995908
RER C 5,Champ de Mars,10,METRO 6,48.85645721154175,2.2898035182585
RER C 5,Pont de l’Alma,11,METRO 9,48.86266245169435,2.300989969386769
RER C 5,Invalides,12,"12,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 5,Musée d’Orsay,13,METRO 12,48.86035143402621,2.3267597744418103
RER C 5,Saint-Michel Notre Dame,14,"14,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 5,Paris Austerlitz,15,"15,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 5,Bibliothèque François Mitterrand,16,METRO 14,48.82999019989919,2.375747983215603
RER C 5,Ivry sur Seine,17,METRO 7,48.81398905200947,2.3916869716625384
RER C 5,Vitry sur Seine,18,,48.80020939834459,2.40271281718153
RER C 5,Les Ardoines,19,,48.78222618353015,2.4095902349857026
RER C 5,Choisy le Roi,20,,48.76378680955172,2.411386724936104
RER C 5,Villeneuve le Roi,21,,48.73983069943655,2.4263998204748227
RER C 5,Albon,22,,48.725604086595965,2.4194925462114014
RER C 5,Athis Mons,23,,48.71262898747626,2.403633104908492
RER C 5,Juvisy,24,RER D,48.689764622382576,2.382846099452605
RER C 5,Savigny sur Orge,25,,48.676446656997726,2.3524814010489976
RER C 5,Épinay sur Orge,26,,48.67063926645666,2.335359426259652
RER C 5,Sainte-Geneviève des Bois,27,,48.65281140144265,2.312736251060263
RER C 5,Saint-Michel sur Orge,28,,48.63587586133944,2.3068331640148254
RER C 5,Brétigny,29,,48.606744948948126,2.302059691582639
RER C 5,Marolles en Hurepoix,30,,48.56559386282182,2.2909244684897176
RER C 5,Bouray,31,,48.53289010324473,2.2900825138403964
RER C 5,Lardy,32,,48.52040359106998,2.254739702427517
RER C 5,Chamarande,33,,48.514245875300325,2.21551781194949
RER C 5,Étréchy,34,,48.49364457849669,2.1945817005254264
RER C 5,Étampes,35,,48.4369239376403,2.1595305875651545
RER C 5,Saint Martin d’Étampes,36,,48.42736258418355,2.145246592903116
RER C 6,Versailles Château Rive Gauche,1,,48.80021557813598,2.1290438673702554
RER C 6,Porchefontaine,2,,48.79652818117568,2.152378660253372
RER C 6,Viroflay Rive Gauche,3,,48.800718463863554,2.1713898127563787
RER C 6,Chaville Vélizy,4,,48.79972882534397,2.183684109854236
RER C 6,Meudon Val Fleury,5,,48.80749262578013,2.240883069335648
RER C 6,Issy,6,,48.8193439626066,2.257893897515079
RER C 6,Issy Val de Seine,7,,48.81423944550172,2.274489672177882
RER C 6,Pont du Garigliano,8,,48.83908975542996,2.2704582437872425
RER C 6,Javel,9,METRO 10,48.84715690155799,2.278036281995908
RER C 6,Champ de Mars,10,METRO 6,48.85645721154175,2.2898035182585
RER C 6,Pont de l’Alma,11,METRO 9,48.86266245169435,2.300989969386769
RER C 6,Invalides,12,"12,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 6,Musée d’Orsay,13,METRO 12,48.86035143402621,2.3267597744418103
RER C 6,Saint-Michel Notre Dame,14,"14,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 6,Paris Austerlitz,15,"15,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 6,Bibliothèque François Mitterrand,16,METRO 14,48.82999019989919,2.375747983215603
RER C 6,Ivry sur Seine,17,METRO 7,48.81398905200947,2.3916869716625384
RER C 6,Vitry sur Seine,18,,48.80020939834459,2.40271281718153
RER C 6,Les Ardoines,19,,48.78222618353015,2.4095902349857026
RER C 6,Choisy le Roi,20,,48.76378680955172,2.411386724936104
RER C 6,Villeneuve le Roi,21,,48.73983069943655,2.4263998204748227
RER C 6,Albon,22,,48.725604086595965,2.4194925462114014
RER C 6,Athis Mons,23,,48.71262898747626,2.403633104908492
RER C 6,Juvisy,24,RER D,48.689764622382576,2.382846099452605
RER C 6,Savigny sur Orge,25,,48.676446656997726,2.3524814010489976
RER C 6,Épinay sur Orge,26,,48.67063926645666,2.335359426259652
RER C 6,Sainte-Geneviève des Bois,27,,48.65281140144265,2.312736251060263
RER C 6,Saint-Michel sur Orge,28,,48.63587586133944,2.3068331640148254
RER C 6,Brétigny,29,,48.606744948948126,2.302059691582639
RER C 6,La Norville,30,,48.59111919975116,2.266213853170556
RER C 6,Arpajon,31,,48.58600789080001,2.241070080902974
RER C 6,Égly,32,,48.58272468807368,2.223448833583109
RER C 6,Breuillet,33,,48.57750848943184,2.192063068770897
RER C 6,Breuillet Village,34,,48.56432890676855,2.1703772591600425
RER C 6,Saint-Chéron,35,,48.55092668030285,2.124937383537765
RER C 6,Sermaise,36,,48.5358065092437,2.069381524887472
RER C 6,Dourdan,37,,48.53373283397724,2.0087718138734374
RER C 6,Dourdan la Forêt,38,,48.53562062258458,1.995901990362833
RER C 7,Saint Quentin en Yvelines,1,,48.787390238291614,2.044621988534177
RER C 7,Saint-Cyr,2,,48.79870763528835,2.0718470059294014
RER C 7,Versailles Chantiers,3,,48.79513817936349,2.135156224100022
RER C 7,Viroflay Rive Gauche,4,,48.800718463863554,2.1713898127563787
RER C 7,Chaville Vélizy,5,,48.79972882534397,2.183684109854236
RER C 7,Meudon Val Fleury,6,,48.80749262578013,2.240883069335648
RER C 7,Issy,7,,48.8193439626066,2.257893897515079
RER C 7,Issy Val de Seine,8,,48.81423944550172,2.274489672177882
RER C 7,Pont du Garigliano,9,,48.83908975542996,2.2704582437872425
RER C 7,Javel,10,METRO 10,48.84715690155799,2.278036281995908
RER C 7,Champ de Mars,11,METRO 6,48.85645721154175,2.2898035182585
RER C 7,Pont de l’Alma,12,METRO 9,48.86266245169435,2.300989969386769
RER C 7,Invalides,13,"13,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 7,Musée d’Orsay,14,METRO 12,48.86035143402621,2.3267597744418103
RER C 7,Saint-Michel Notre Dame,15,"15,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 7,Paris Austerlitz,16,"16,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 7,Bibliothèque François Mitterrand,17,METRO 14,48.82999019989919,2.375747983215603
RER C 7,Ivry sur Seine,18,METRO 7,48.81398905200947,2.3916869716625384
RER C 7,Vitry sur Seine,19,,48.80020939834459,2.40271281718153
RER C 7,Les Ardoines,20,,48.78222618353015,2.4095902349857026
RER C 7,Choisy le Roi,21,,48.76378680955172,2.411386724936104
RER C 7,Les Saules,22,,48.74507216689389,2.4175209778964915
RER C 7,Orly Ville,23,,48.741878705678886,2.40290860736794
RER C 7,Pont de Rungis,24,METRO 14,48.72955072266279,2.3682641286195816
RER C 7,Rungis La Fraternelle,25,,48.74019544820277,2.351633198171911
RER C 7,Chemin d’Antony,26,,48.74794190188695,2.3127110135157984
RER C 7,Massy Verrières,27,RER B,48.73488814734515,2.274002404484248
RER C 7,Massy Palaiseau,28,RER B,48.724729144431606,2.257515004584038
RER C 8,Saint Quentin en Yvelines,1,,48.787390238291614,2.044621988534177
RER C 8,Saint-Cyr,2,,48.79870763528835,2.0718470059294014
RER C 8,Versailles Chantiers,3,,48.79513817936349,2.135156224100022
RER C 8,Viroflay Rive Gauche,4,,48.800718463863554,2.1713898127563787
RER C 8,Chaville Vélizy,5,,48.79972882534397,2.183684109854236
RER C 8,Meudon Val Fleury,6,,48.80749262578013,2.240883069335648
RER C 8,Issy,7,,48.8193439626066,2.257893897515079
RER C 8,Issy Val de Seine,8,,48.81423944550172,2.274489672177882
RER C 8,Pont du Garigliano,9,,48.83908975542996,2.2704582437872425
RER C 8,Javel,10,METRO 10,48.84715690155799,2.278036281995908
RER C 8,Champ de Mars – Tour Eiffel,11,METRO 6,48.85645721154175,2.2898035182585
RER C 8,Pont de l’Alma,12,METRO 9,48.86266245169435,2.300989969386769
RER C 8,Invalides,13,"13,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 8,Musée d’Orsay,14,METRO 12,48.86035143402621,2.3267597744418103
RER C 8,Saint-Michel Notre Dame,15,"15,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 8,Paris Austerlitz,16,"16,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 8,Bibliothèque François Mitterrand,17,METRO 14,48.82999019989919,2.375747983215603
RER C 8,Ivry sur Seine,18,METRO 7,48.81398905200947,2.3916869716625384
RER C 8,Vitry sur Seine,19,,48.80020939834459,2.40271281718153
RER C 8,Les Ardoines,20,,48.78222618353015,2.4095902349857026
RER C 8,Choisy le Roi,21,,48.76378680955172,2.411386724936104
RER C 8,Villeneuve le Roi,22,,48.73983069943655,2.4263998204748227
RER C 8,Albon,23,,48.725604086595965,2.4194925462114014
RER C 8,Athis Mons,24,,48.71262898747626,2.403633104908492
RER C 8,Juvisy,25,RER D,48.689764622382576,2.382846099452605
RER C 8,Savigny sur Orge,26,,48.676446656997726,2.3524814010489976
RER C 8,Épinay sur Orge,27,,48.67063926645666,2.335359426259652
RER C 8,Sainte-Geneviève des Bois,28,,48.65281140144265,2.312736251060263
RER C 8,Saint-Michel sur Orge,29,,48.63587586133944,2.3068331640148254
RER C 8,Brétigny,30,,48.606744948948126,2.302059691582639
RER C 8,Marolles en Hurepoix,31,,48.56559386282182,2.2909244684897176
RER C 8,Bouray,32,,48.53289010324473,2.2900825138403964
RER C 8,Lardy,33,,48.52040359106998,2.254739702427517
RER C 8,Chamarande,34,,48.514245875300325,2.21551781194949
RER C 8,Étréchy,35,,48.49364457849669,2.1945817005254264
RER C 8,Étampes,36,,48.4369239376403,2.1595305875651545
RER C 8,Saint Martin d’Étampes,37,,48.42736258418355,2.145246592903116
RER C 9,Saint Quentin en Yvelines,1,,48.787390238291614,2.044621988534177
RER C 9,Saint-Cyr,2,,48.79870763528835,2.0718470059294014
RER C 9,Versailles Chantiers,3,,48.79513817936349,2.135156224100022
RER C 9,Viroflay Rive Gauche,4,,48.800718463863554,2.1713898127563787
RER C 9,Chaville Vélizy,5,,48.79972882534397,2.183684109854236
RER C 9,Meudon Val Fleury,6,,48.80749262578013,2.240883069335648
RER C 9,Issy,7,,48.8193439626066,2.257893897515079
RER C 9,Issy Val de Seine,8,,48.81423944550172,2.274489672177882
RER C 9,Pont du Garigliano,9,,48.83908975542996,2.2704582437872425
RER C 9,Javel,10,METRO 10,48.84715690155799,2.278036281995908
RER C 9,Champ de Mars,11,METRO 6,48.85645721154175,2.2898035182585
RER C 9,Pont de l’Alma,12,METRO 9,48.86266245169435,2.300989969386769
RER C 9,Invalides,13,"13,METRO 8, METRO 13",48.86002845820203,2.3139151192031537
RER C 9,Musée d’Orsay,14,METRO 12,48.86035143402621,2.3267597744418103
RER C 9,Saint-Michel Notre Dame,15,"15,RER B, METRO 4, METRO 10",48.85353290071982,2.3452883321974305
RER C 9,Paris Austerlitz,16,"16,METRO 5, METRO 10",48.842436797924776,2.365184811993381
RER C 9,Bibliothèque François Mitterrand,17,METRO 14,48.82999019989919,2.375747983215603
RER C 9,Ivry sur Seine,18,METRO 7,48.81398905200947,2.3916869716625384
RER C 9,Vitry sur Seine,19,,48.80020939834459,2.40271281718153
RER C 9,Les Ardoines,20,,48.78222618353015,2.4095902349857026
RER C 9,Choisy le Roi,21,,48.76378680955172,2.411386724936104
RER C 9,Villeneuve le Roi,22,,48.73983069943655,2.4263998204748227
RER C 9,Albon,23,,48.725604086595965,2.4194925462114014
RER C 9,Athis Mons,24,,48.71262898747626,2.403633104908492
RER C 9,Juvisy,25,RER D,48.689764622382576,2.382846099452605
RER C 9,Savigny sur Orge,26,,48.676446656997726,2.3524814010489976
RER C 9,Épinay sur Orge,27,,48.67063926645666,2.335359426259652
RER C 9,Sainte-Geneviève des Bois,28,,48.65281140144265,2.312736251060263
RER C 9,Saint-Michel sur Orge,29,,48.63587586133944,2.3068331640148254
RER C 9,Brétigny,30,,48.606744948948126,2.302059691582639
RER C 9,La Norville,31,,48.59111919975116,2.266213853170556
RER C 9,Arpajon,32,,48.58600789080001,2.241070080902974
RER C 9,Égly,33,,48.58272468807368,2.223448833583109
RER C 9,Breuillet,34,,48.57750848943184,2.192063068770897
RER C 9,Breuillet Village,35,,48.56432890676855,2.1703772591600425
RER C 9,Saint-Chéron,36,,48.55092668030285,2.124937383537765
RER C 9,Sermaise,37,,48.5358065092437,2.069381524887472
RER C 9,Dourdan,38,,48.53373283397724,2.0087718138734374
RER C 9,Dourdan la Forêt,39,,48.53562062258458,1.995901990362833
RER D 1,Creil,1,,49.26394414450534,2.4689141153510383
RER D 1,Chantilly Gouvieux,2,,49.187087205195866,2.459549118844453
RER D 1,Orry la Ville Coye la Forêt,3,,49.13828637527201,2.4901789854211955
RER D 1,La Borne Blanche,4,,49.12620996065864,2.507013841603866
RER D 1,Survilliers Fosses,5,,49.099586939193706,2.525531713992054
RER D 1,Louvres,6,,49.04932560088567,2.5017580658464627
RER D 1,Les Noues,7,,49.03318276903128,2.478033365115082
RER D 1,Goussainville,8,,49.02316199903104,2.4621689661352346
RER D 1,Villiers le Bel Gonesse Arnouville,9,,48.99377714689272,2.416187488926984
RER D 1,Garges Sarcelles,10,,48.9771607154856,2.39067488093308
RER D 1,Pierrefitte Stains,11,,48.96013454228842,2.3672565834726305
RER D 1,Saint-Denis,12,,48.91756717658464,2.350389537889768
RER D 1,Stade de France Saint-Denis,13,METRO 14,48.91756717658464,2.350389537889768
RER D 1,Paris Gare du Nord,14,"RER B, RER E, METRO 2, METRO 4, MTERO 5, METRO 7",48.87979369411629,2.355791907531139
RER D 1,Châtelet Les Halles,15,"RER A, RER B, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",48.85763141070005,2.3480365654004016
RER D 1,Paris Gare de Lyon,16,"RER A, METRO 1, METRO 14",48.84476017126674,2.373593653262281
RER D 1,Maisons Alfort Alfortville,17,,48.80204938032392,2.426482408484048
RER D 1,Le Vert de Maisons,18,,48.78846667355173,2.432243533360699
RER D 1,Créteil Pompadour,19,,48.77126603812107,2.4353063397063224
RER D 1,Villeneuve Triage,20,,48.74450070215072,2.438668340778227
RER D 1,Villeneuve Saint-Georges,21,,48.73063829288859,2.446226445438707
RER D 1,Montgeron Crosne,22,,48.70823782858165,2.462282244689792
RER D 1,Yerres,23,,48.7066109356985,2.4842425564350705
RER D 1,Brunoy,24,,48.69910694695422,2.506676982547088
RER D 1,Boussy Saint-Antoine,25,,48.68101661634273,2.5331306565710374
RER D 1,Combs la Ville Quincy,26,,48.667901961049886,2.5475480458143664
RER D 1,Lieusaint Moissy,27,,48.62837555172384,2.569583548236461
RER D 1,Savigny le Temple Nandy,28,,48.59556383799178,2.5839477110612505
RER D 1,Cesson,29,,48.56494949567092,2.594551816007613
RER D 1,Le Mée sur Seine,30,,48.53973311725708,2.624879667632794
RER D 1,Melun,31,,48.52724332146016,2.654990282141888
RER D 2,Creil,1,,49.26394414450534,2.4689141153510383
RER D 2,Chantilly Gouvieux,2,,49.187087205195866,2.459549118844453
RER D 2,Orry la Ville Coye la Forêt,3,,49.13828637527201,2.4901789854211955
RER D 2,La Borne Blanche,4,,49.12620996065864,2.507013841603866
RER D 2,Survilliers Fosses,5,,49.099586939193706,2.525531713992054
RER D 2,Louvres,6,,49.04932560088567,2.5017580658464627
RER D 2,Les Noues,7,,49.03318276903128,2.478033365115082
RER D 2,Goussainville,8,,49.02316199903104,2.4621689661352346
RER D 2,Villiers le Bel Gonesse Arnouville,9,,48.99377714689272,2.416187488926984
RER D 2,Garges Sarcelles,10,,48.9771607154856,2.39067488093308
RER D 2,Pierrefitte Stains,11,,48.96013454228842,2.3672565834726305
RER D 2,Saint-Denis,12,,48.91756717658464,2.350389537889768
RER D 2,Stade de France Saint-Denis,13,METRO 14,48.91756717658464,2.350389537889768
RER D 2,Paris Gare du Nord,14,"RER B, RER E, METRO 2, METRO 4, MTERO 5, METRO 7",48.87979369411629,2.355791907531139
RER D 2,Châtelet Les Halles,15,"RER A, RER B, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",48.85763141070005,2.3480365654004016
RER D 2,Paris Gare de Lyon,16,"RER A, METRO 1, METRO 14",48.84476017126674,2.373593653262281
RER D 2,Maisons Alfort Alfortville,17,,48.80204938032392,2.426482408484048
RER D 2,Le Vert de Maisons,18,,48.78846667355173,2.432243533360699
RER D 2,Créteil Pompadour,19,,48.77126603812107,2.4353063397063224
RER D 2,Villeneuve Triage,20,,48.74450070215072,2.438668340778227
RER D 2,Villeneuve Saint-Georges,21,,48.73063829288859,2.446226445438707
RER D 2,Vigneux sur Seine,22,,48.70812051426092,2.4138711503513184
RER D 2,Juvisy,23,RER C,48.689764622382576,2.382846099452605
RER D 2,Viry Châtillon ,24,,48.6760924339657,2.386783798391593
RER D 2,Grigny Centre,25,,48.65484933543004,2.396783503415441
RER D 2,Orangis Bois de l'Épine,26,,48.63635136710196,2.4077962861739057
RER D 2,Évry Courcouronnes,27,,48.62468182599698,2.4275947804437275
RER D 2,Le Bras de Fer,28,,48.62333224107224,2.4514090955932755
RER D 2,Corbeil Essonnes,29,,48.613427913594734,2.472933650458744
RER D 2,Essonnes Robinson,30,,48.605555826378406,2.4624564927796966
RER D 2,Villabé,31,,48.59281219034078,2.461550180897489
RER D 2,Le Plessis Chenet,32,,48.573807793559,2.479469169601778
RER D 2,Le Coudray Montceaux,33,,48.56611782073621,2.492713002881577
RER D 2,Saint-Fargeau RER D,34,,48.564924678471606,2.542939642021835
RER D 2,Ponthierry Pringy,35,,48.53513976698965,2.544348950368586
RER D 2,Boissise le Roi,36,,48.52974691857647,2.572073662735743
RER D 2,Vosves,37,,48.515151454141154,2.5993042659192627
RER D 2,Melun,38,,48.52724332146016,2.654990282141888
RER D 3,Creil,1,,49.26394414450534,2.4689141153510383
RER D 3,Chantilly Gouvieux,2,,49.187087205195866,2.459549118844453
RER D 3,Orry la Ville Coye la Forêt,3,,49.13828637527201,2.4901789854211955
RER D 3,La Borne Blanche,4,,49.12620996065864,2.507013841603866
RER D 3,Survilliers Fosses,5,,49.099586939193706,2.525531713992054
RER D 3,Louvres,6,,49.04932560088567,2.5017580658464627
RER D 3,Les Noues,7,,49.03318276903128,2.478033365115082
RER D 3,Goussainville,8,,49.02316199903104,2.4621689661352346
RER D 3,Villiers le Bel Gonesse Arnouville,9,,48.99377714689272,2.416187488926984
RER D 3,Garges Sarcelles,10,,48.9771607154856,2.39067488093308
RER D 3,Pierrefitte Stains,11,,48.96013454228842,2.3672565834726305
RER D 3,Saint-Denis,12,,48.91756717658464,2.350389537889768
RER D 3,Stade de France Saint-Denis,13,METRO 14,48.91756717658464,2.350389537889768
RER D 3,Paris Gare du Nord,14,"RER B, RER E, METRO 2, METRO 4, MTERO 5, METRO 7",48.87979369411629,2.355791907531139
RER D 3,Châtelet Les Halles,15,"RER A, RER B, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",48.85763141070005,2.3480365654004016
RER D 3,Paris Gare de Lyon,16,"RER A, METRO 1, METRO 14",48.84476017126674,2.373593653262281
RER D 3,Maisons Alfort Alfortville,17,,48.80204938032392,2.426482408484048
RER D 3,Le Vert de Maisons,18,,48.78846667355173,2.432243533360699
RER D 3,Créteil Pompadour,19,,48.77126603812107,2.4353063397063224
RER D 3,Villeneuve Triage,20,,48.74450070215072,2.438668340778227
RER D 3,Villeneuve Saint-Georges,21,,48.73063829288859,2.446226445438707
RER D 3,Vigneux sur Seine,22,,48.70812051426092,2.4138711503513184
RER D 3,Juvisy,23,RER C,48.689764622382576,2.382846099452605
RER D 3,Viry Châtillon ,24,,48.6760924339657,2.386783798391593
RER D 3,Ris Orangis,25,,48.658975423830064,2.415206841330065
RER D 3,Grand Bourg,26,,48.64848911258699,2.435330530181304
RER D 3,Évry,27,,48.63426831236897,2.4525733922724497
RER D 3,Corbeil Essonnes,28,,48.613427913594734,2.472933650458744
RER D 3,Essonnes Robinson,29,,48.605555826378406,2.4624564927796966
RER D 3,Villabé,30,,48.59281219034078,2.461550180897489
RER D 3,Le Plessis Chenet,31,,48.573807793559,2.479469169601778
RER D 3,Le Coudray Montceaux,32,,48.56611782073621,2.492713002881577
RER D 3,Saint-Fargeau RER D,33,,48.564924678471606,2.542939642021835
RER D 3,Ponthierry Pringy,34,,48.53513976698965,2.544348950368586
RER D 3,Boissise le Roi,35,,48.52974691857647,2.572073662735743
RER D 3,Vosves,36,,48.515151454141154,2.5993042659192627
RER D 3,Melun,37,,48.52724332146016,2.654990282141888
RER D 4,Creil,1,,49.26394414450534,2.4689141153510383
RER D 4,Chantilly Gouvieux,2,,49.187087205195866,2.459549118844453
RER D 4,Orry la Ville Coye la Forêt,3,,49.13828637527201,2.4901789854211955
RER D 4,La Borne Blanche,4,,49.12620996065864,2.507013841603866
RER D 4,Survilliers Fosses,5,,49.099586939193706,2.525531713992054
RER D 4,Louvres,6,,49.04932560088567,2.5017580658464627
RER D 4,Les Noues,7,,49.03318276903128,2.478033365115082
RER D 4,Goussainville,8,,49.02316199903104,2.4621689661352346
RER D 4,Villiers le Bel Gonesse Arnouville,9,,48.99377714689272,2.416187488926984
RER D 4,Garges Sarcelles,10,,48.9771607154856,2.39067488093308
RER D 4,Pierrefitte Stains,11,,48.96013454228842,2.3672565834726305
RER D 4,Saint-Denis,12,,48.91756717658464,2.350389537889768
RER D 4,Stade de France Saint-Denis,13,METRO 14,48.91756717658464,2.350389537889768
RER D 4,Paris Gare du Nord,14,"RER B, RER E, METRO 2, METRO 4, MTERO 5, METRO 7",48.87979369411629,2.355791907531139
RER D 4,Châtelet Les Halles,15,"RER A, RER B, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",48.85763141070005,2.3480365654004016
RER D 4,Paris Gare de Lyon,16,"RER A, METRO 1, METRO 14",48.84476017126674,2.373593653262281
RER D 4,Maisons Alfort Alfortville,17,,48.80204938032392,2.426482408484048
RER D 4,Le Vert de Maisons,18,,48.78846667355173,2.432243533360699
RER D 4,Créteil Pompadour,19,,48.77126603812107,2.4353063397063224
RER D 4,Villeneuve Triage,20,,48.74450070215072,2.438668340778227
RER D 4,Villeneuve Saint-Georges,21,,48.73063829288859,2.446226445438707
RER D 4,Vigneux sur Seine,22,,48.70812051426092,2.4138711503513184
RER D 4,Juvisy,23,RER C,48.689764622382576,2.382846099452605
RER D 4,Viry Châtillon,24,,48.6760924339657,2.386783798391593
RER D 4,Ris Orangis,25,,48.658975423830064,2.415206841330065
RER D 4,Grand Bourg,26,,48.64848911258699,2.435330530181304
RER D 4,Évry,27,,48.63426831236897,2.4525733922724497
RER D 4,Corbeil Essonnes,28,,48.613427913594734,2.472933650458744
RER D 4,Moulin Galant,29,,48.58715390715937,2.4734903663442247
RER D 4,Mennecy,30,,48.5705968587192,2.432098533660357
RER D 4,Ballancourt,31,,48.531501986486845,2.3705184977367075
RER D 4,La Ferté Alais,32,,48.485514299822704,2.352193814586844
RER D 4,Boutigny,33,,48.43449061286291,2.376672818506992
RER D 4,Maisse,34,,48.39364154774085,2.393410724066637
RER D 4,Buno Gironville,35,,48.37138329230292,2.387209797198101
RER D 4,Boigneville,36,,48.34166354461878,2.3788154433118907
RER D 4,Malesherbes RER D,37,,48.29382444015278,2.4014425483544763
RER D 5,Creil,1,,49.26394414450534,2.4689141153510383
RER D 5,Chantilly Gouvieux,2,,49.187087205195866,2.459549118844453
RER D 5,Orry la Ville Coye la Forêt,3,,49.13828637527201,2.4901789854211955
RER D 5,La Borne Blanche,4,,49.12620996065864,2.507013841603866
RER D 5,Survilliers Fosses,5,,49.099586939193706,2.525531713992054
RER D 5,Louvres,6,,49.04932560088567,2.5017580658464627
RER D 5,Les Noues,7,,49.03318276903128,2.478033365115082
RER D 5,Goussainville,8,,49.02316199903104,2.4621689661352346
RER D 5,Villiers le Bel Gonesse Arnouville,9,,48.99377714689272,2.416187488926984
RER D 5,Garges Sarcelles,10,,48.9771607154856,2.39067488093308
RER D 5,Pierrefitte Stains,11,,48.96013454228842,2.3672565834726305
RER D 5,Saint-Denis,12,,48.91756717658464,2.350389537889768
RER D 5,Stade de France Saint-Denis,13,METRO 14,48.91756717658464,2.350389537889768
RER D 5,Paris Gare du Nord,14,"RER B, RER E, METRO 2, METRO 4, MTERO 5, METRO 7",48.87979369411629,2.355791907531139
RER D 5,Châtelet Les Halles,15,"RER A, RER B, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",48.85763141070005,2.3480365654004016
RER D 5,Paris Gare de Lyon,16,"RER A, METRO 1, METRO 14",48.84476017126674,2.373593653262281
RER D 5,Maisons Alfort Alfortville,17,,48.80204938032392,2.426482408484048
RER D 5,Le Vert de Maisons,18,,48.78846667355173,2.432243533360699
RER D 5,Créteil Pompadour,19,,48.77126603812107,2.4353063397063224
RER D 5,Villeneuve Triage,20,,48.74450070215072,2.438668340778227
RER D 5,Villeneuve Saint-Georges,21,,48.73063829288859,2.446226445438707
RER D 5,Vigneux sur Seine,22,,48.70812051426092,2.4138711503513184
RER D 5,Juvisy,23,RER C,48.689764622382576,2.382846099452605
RER D 5,Viry Châtillon,24,,48.6760924339657,2.386783798391593
RER D 5,Grigny Centre,25,,48.65484933543004,2.396783503415441
RER D 5,Orangis Bois de l'Épine,26,,48.63635136710196,2.4077962861739057
RER D 5,Évry Courcouronnes,27,,48.62468182599698,2.4275947804437275
